content_id,content_type_id,content_type_name,title,address,zipcode,longitude,latitude,overview,homepage,contact,hours,fees,parking,closed_days,restroom,credit_card,detail_information,region_code,signgu_code,large_category_code,large_category_name,middle_category_code,middle_category_name,small_category_code,small_category_name,Score_Nature,Score_Food,Score_Photo,Score_Culture,Score_Activity,Score_Shopping,market_days,sale_items,stay_time_minutes,stay_min,stay_max,stay_src,satisfaction_score,qual,qual_rel,qual_category,satisfaction_src
126452,12,관광지,만장굴 (제주도 국가지질공원),제주특별자치도 제주시 구좌읍 만장굴길 182 (구좌읍),63348,126.770664622639,33.5280164989348,"제주시 구좌읍 김녕리에 위치하는 만장굴은 전체길이 약 7,400 m, 최대 높이 약 25 m, 최대 폭 약 18m로서 제주 세계자연유산의 한 부분인 거문오름용암동굴계(황상구 외, 2005)에 속하는 용암동굴이다. 특히 주 통로는 폭이 18m, 높이가 23m에 이르는 세계적으로도 큰 규모의 동굴이다. 전 세계에는 많은 용암동굴이 분포하지만 만장굴과 같이 수십만 년 전에 형성된 동굴로서 내부의 형태와 지형이 잘 보존되어 있는 용암동굴은 드물어서 학술적, 보전적 가치가 매우 크다. 만장굴은 동굴 중간 부분의 천장이 함몰되어 3개의 입구가 형성되어 있는데, 현재 일반인이 출입할 수 있는 입구는 제2입구이며, 1㎞만 탐방이 가능하다. 만장굴 내에는 용암종류, 용암석순, 용암유석, 용암유선, 용암선반, 용암표석 등의 다양한 용암동굴생성물이 발달하며, 특히 개방구간 끝에서 볼 수 있는 약 7.6m 높이의 용암석주는 세계에서 가장 큰 규모로 알려져 있다. / (출처 : 제주도세계지질공원)",비짓제주 https://www.visitjeju.net/kr,064-710-7903,09:00~18:00 (입장 마감 17:10),"[개인]- 성인 4,000원- 청소년/어린이/군인 2,000원 / [단체 (10인 이상)]- 성인 3,000원- 청소년/어린이/군인 1,500원 / 무료","가능 (약 대형 60대, 소형 75대)",매월 첫째 수요일,있음,Unknown,"입장료: [개인]- 성인 4,000원- 청소년/어린이/군인 2,000원 / [단체 (10인 이상)]- 성인 3,000원- 청소년/어린이/군인 1,500원 | 주차요금: 무료 | 화장실: 있음 | 한국어안내서비스: 세계자연유산해설 / 만장굴 - 운영시간 : 10:00 ~ 16:00 (매시 정각 출발 / 1시간 소요)- 해설대상 : 탐방객 누구나 - 해설내용 : 세계자연유산 거문오름 용암동굴계의 생성 및 지질학적 특징, 만장굴 내부의 동굴생성물 소개 등",50,110,NA,자연관광,NA03,자연생태,NA030100,동굴,90,0,80,70,60,0,,,60,45,75,observed,0.8112,0.8112,0.9999,0.8053,blend
3037603,12,관광지,맛동산 감귤체험농장,제주특별자치도 제주시 애월읍 광령2길 62-1,63062,126.42985216031016,33.45476723766368,"애월읍에 위치한 맛동산 감귤체험농장은 2019년 농림축산식품부 지정 인증을 받은 농장으로 안전하고 건강한 감귤을 재배하고 있다. 맛동산 감귤체험농장에서는 다양한 감귤 체험 프로그램과 직접 수확한 감귤로 감귤청을 만드는 체험을 진행하며 농장에서 재배하는 풋귤, 하우스귤, 타이백귤, 사백향을 수확할 수 있다. 감귤수확체험은 시기별로 품종과 체험비가 다르니 사전에 전화로 문의하거나 네이버 예약사이트를 이용하기를 추천한다. 감귤 따기 체험을 예약한 인원만 입장가능 하며 만 36개월 미만 소아의 경우 부모와 동반 입장 가능하다. 귤 수확방법도 어렵지 않고, 싱싱한 귤도 실컷 먹을 수 있어 가족단위 여행객이나 친구·연인 등 남녀노소 재미있게 즐길 수 있는 제주 체험이다. 따기 체험을 하면서 감귤을 먹는 것은 무제한이며 체험이 끝나고 수확한 귤 무게를 잰 후에 추가 요금이 발생할 수 있으니 체험 시 참조하면 된다. 체험을 마무리한 후 농장에서 직접 만든 귤청으로 만든 귤차와 귤마들렌을 맛볼 수 있으며 농장에 조성된 포토존에서 귤밭을 배경으로 사진을 찍을 수도 있다.",https://blog.naver.com/moonhj8030,0507-1329-8030,※ 시기에 따라 변동되므로 자세한 사항은 홈페이지 참조 및 전화 문의 요망,※ 시기에 따라 변동되므로 자세한 사항은 홈페이지 참조 및 전화 문의 요망,가능,매주 월요일,있음,Unknown,시설이용료: ※ 시기에 따라 변동되므로 자세한 사항은 홈페이지 참조 및 전화 문의 요망 | 화장실: 있음,50,110,EX,체험관광,EX03,농.산.어촌 체험,EX030300,체험농장,70,60,60,20,90,10,,,30,15,45,category,0.7753,,0.0,0.7753,category
2469467,12,관광지,맥파이 브루어리,제주특별자치도 제주시 동회천1길 23,63329,126.6172288105,33.5031897997,"경리단길 골목서 동네 친구 4명이 맥주를 마시다 시작하게 된 사업이 바로 맥파이 브루잉 컴퍼니이다. 피맥집으로도 유명한 맥파이는 물 좋고 공기 좋은 제주도에 양조장을 두고 있다. 맥파이 제주 양조장투어는 예약 없이도 가능하나, 인원이 많다면 사전 예약을 추천한다. 예약은 이메일과 전화로 접수할 수 있다. 또한 시간대별로 총 4번 주말에만 투어가 가능하니 참고하자. 이곳에서는 맥주가 만들어지는 모든 과정을 처음부터 끝까지 직접 확인할 수 있으며, 투어를 위해 따로 마련된 전시장이 아니기 때문에 양조설비 사이를 직접 돌아보며 설명을 듣고 질문을 할 수 있다. 1인당 지급하는 참가비에는 투어를 포함해 맥주 한 잔 가격이 포함되어 있다. 현장결제만 가능하며, 만 8세 미만의 아동은 입장이 불가하다. 이밖에도 수제 맥주에 관한 다양한 교육 프로그램을 진행하고 있다. 맥주뿐만 아니라 맥주에 담긴 문화를 함께 나눌 수 있는 프로그램도 제공하고 있어 맥주를 좋아하는 사람들에게 인기 있는 양조장이다. 탑동에 맥파이 펍이 있으니 서귀포까지 가는 길이 멀다면 가까운 시내에서 간단하게 맥파이 맥주를 한 잔 즐겨보자. / (출처 :제주 문화관광 홈페이지)",www.magpiebrewing.com,064-721-0227,- 평일 12:00~20:00 / - 주말 12:00~21:00,"5,000원~15,000원",가능,"매주 월요일, 화요일",Unknown,없음,"시설이용료: 5,000원~15,000원 | 내국인 예약안내: 예약정보 (방문 희망날짜, 시간, 참여인원) 작성하여 2일 전 이메일 신청 | 외국어 안내서비스: 없음",50,110,EX,체험관광,EX06,산업관광,EX060800,화장품/주류/먹거리,20,80,40,60,90,20,,,90,60,120,category,0.8099,,0.0,0.8099,category
1329201,12,관광지,메이즈랜드,제주특별자치도 제주시 구좌읍 비자림로 2134-47,63351,126.8006766329,33.4887187821,"메이즈랜드는 최장을 자랑하는 석축미로를 보유한 제주의 종합테마파크로 제주의 명물인 돌, 바람, 여자를 뜻하는 삼다(三多)를 테마로 하여 조성됐다. 현무암과 송이석으로 만든 돌미로에서는 원적외선과 음이온을, 미측백나무로 만든 바람미로에서는 피톤치드를 누릴 수 있다. 미로퍼즐박물관에서는 체험을 통해 학생들이 과학적, 수리적 능력을 배양할 수 있으며 미로의 기원 설화와 14세기부터 현재까지의 미로와 관련된 유물을 관람할 수 있는 공간을 제공한다. 애지앙길과 야외에는 석공명장 장공익 선생의 제주 설화와 전설이 깃든 해학적인 석상들도 만날 수 있다.",http://www.mazeland.co.kr,064-784-3838,- 09:00~18:00- 매표 마감 17:00※ 계절별로 이용시간이 상이하므로 자세한 이용시간은 공식 홈페이지 참조,"- 성인 16,000원- 청소년/군인 14,000원- 어린이/경로/유공자 13,000원※ 자세한 사항은 전화문의 요망 / 무료",가능,연중무휴,있음,Unknown,"입장료: - 성인 16,000원- 청소년/군인 14,000원- 어린이/경로/유공자 13,000원※ 자세한 사항은 전화문의 요망 | 내국인예약안내: 전화예약가능 | 외국인예약안내: 전화예약가능 | 주차요금: 무료 | 화장실: 있음",50,110,VE,문화관광,VE02,테마공원,VE020100,테마파크,70,0,80,70,90,0,,,90,60,120,observed,0.8514,0.85,0.8647,0.8607,blend
127909,12,관광지,명월대,제주특별자치도 제주시 한림읍 명월리,63014,126.2662091182,33.3890302004,"명월대는 조선 말기 지방 유학자들과 시인들이 어울려 풍류를 즐기던 곳이다. 1981년 제주특별자치도 기념물로 지정되었다. 대는 마을을 끼고 있는 천변 중앙의 자연암벽 위에 8각형의 석축을 3단으로 쌓고 그 위에 원형의 반석을 만들었으며, 최근에 와서 콘크리트 처리를 하였다. 그 옆에는 석비가 세워져 있는데, 앞면에 '명월대'라고 음각되어 있다. 또 명월대 주변에 1910년 경에 만들어진 돌다리가 있는데, 이는 제주도에서는 흔치 않은 석교이다. 명월대가 있는 천변은 상류에서 하류에 이르기까지 수백 그루의 팽나무 60여 본과 푸조나무가 군락을 이루고 있어 자연 경관이 수려할 뿐만 아니라 간간이 흐르는 물소리가 정결하다.",Unknown,제주시 관광정보센터 064-740-6000,상시 개방,무료,가능,연중무휴,Unknown,없음,입 장 료: 무료,50,110,HS,역사관광,HS01,역사유적지,HS011200,기타역사유적지,80,0,80,80,20,0,,,30,15,45,category,0.7829,,0.0,0.7829,category
2704407,12,관광지,명월성지,제주특별자치도 제주시 한림읍 명월리 2236,695926,126.2603927584,33.4007537003,"제주시에 위치한 명월성지는 동쪽과 남쪽 및 서쪽에 각각 성문이 있었다. 성안에는 수량이 풍부한 샘이 있었고, 건물로는 객사, 별창, 군기고 등이 있었으나 지금은 하나도 남아 있지 않다. 명월포는 1270년에 삼별초의 별장 이문경이 고려에서 파견된 관군을 진압하고 탐라를 점령할 때 상륙한 곳이며, 김방경이 삼별초를 정벌할 때에도 그 일진이 이곳으로 상륙하였다. 더욱이 1374년 목장을 관리하기 위해 몽고에서 파견된 몽고인 목자들이 반란을 일으켰을 때, 이를 진압하기 위하여 최영 장군이 상륙한 곳도 명월포였다. 예전의 모습은 없지만 현재 복원한 남문 위의 망루에 올라가면 한림읍이 한눈에 보인다.",https://visitjeju.net/kr,제주세계유산본부 064-710-6704,상시 개방,무료,가능,연중무휴,Unknown,Unknown,입장료: 무료 | 주차요금: 무료,50,110,HS,역사관광,HS01,역사유적지,HS010200,성ㆍ산성ㆍ성곽,40,0,70,90,20,0,,,30,15,45,category,0.7874,,0.0,0.7874,category
1926601,12,관광지,모구리오름,제주특별자치도 서귀포시 성산읍 난산리 2960-1,63632,126.8290126084,33.4081287094,"모구리오름은 기생화산으로 분화구는 북쪽으로 휘어진 말굽형이다. 말굽형 경사면 안쪽에 작은 언덕이 있는데 그 모습이 어미개가 새끼를 안은 것처럼 보여 모구리라 이름을 붙였으며 한자로는 모구악이라고 한다. 어미오름 옆에 알오름을 가지고 있는 특이한 구조이며 이때의 알오름을 개 동산이라 한다. 2003년 5월 오름의 서쪽 기슭에 잔디운동장과 극기 훈련장, 인라인스케이트장 등을 갖춘 모구리야영장이 개장되었으며 산등성이를 따라 잘 정비된 산책로가 이어져 있다. 모구리오름을 오르는 이유 중 하나는 편백나무 숲길 때문인데, 편백나무의 피톤치드가 스트레스 해소, 심신 안정, 면역력 증진 등에 효과가 있어, 삼림욕과 함께 편백나무 숲을 거닐며 심신의 안정과 청량한 제주의 공기를 느낄 수 있다.",http://www.visitjeju.net,제주시 관광정보센터 064-740-6000,※ 일부 출입이 제한되거나 통제되므로 방문 시 전화문의 요망,무료,가능,연중무휴,있음,없음,입 장 료: 무료 | 화장실: 있음,50,130,NA,자연관광,NA01,자연경관(산),NA010100,"산, 고개, 오름, 봉우리",90,0,70,30,60,0,,,60,45,75,category,0.8706,,0.0,0.8706,category
1928045,12,관광지,모지오름,제주특별자치도 서귀포시 표선면 성읍리 산22,63624,126.7728760781,33.3962624499,"모지오름은 서귀포시 표선면 성읍리에 있는 오름이다. 북동쪽으로 크게 벌어진 말굽형 화구 안에는 화구구가 솟아있고, 이를 에워싼 등성마루가 마치 어린애를 품은 어머니의 모습을 보여 모지오름이라 부르고 있다. 화구가 벌어진 동쪽 방향으로 고분과 같이 보이는 크고 작은 봉우리가 구릉지대를 이루고 있으며, 이중 가장 높은 언덕을 오미 동산이라 부른다. 오름 전사면은 삼나무가 조림되어 중턱까지 숲을 이루고, 화구안의 알오름과 정상부는 평평한 등성마루를 이루면서 완만한 풀밭을 이루고 있다. 어머니가 아기를 안은 형체라 하여 모지오름이라 부르고 있다.",http://www.visitjeju.net,제주시 관광정보센터 064-740-6000,상시 개방,무료,가능,연중무휴,Unknown,없음,입 장 료: 무료,50,130,NA,자연관광,NA01,자연경관(산),NA010100,"산, 고개, 오름, 봉우리",90,0,80,20,70,0,,,60,45,75,category,0.8706,,0.0,0.8706,category
3559794,12,관광지,모진이몽돌해변,제주특별자치도 제주시 추자면 신양4길 18,63001,126.3346,33.9457,모래 없이 동글동글한 돌들로만 이루어진 해수욕장으로 밀려오는 파도 소리에 움직이는 몽돌 소리가 아름다운 곳이다. 한적한 몽돌해변의 편안함으로 관광객들이 많이 찾는 해변 중 하나이다. 또한 물이 맑고 깨끗하며 조약돌들이 햇빛에 반사되어 반짝이는 모습도 장관이다. 도심에서 바쁘게 삶을 영위하다 힐링하러 오는 사람들이 많다. / (출처 : 비짓제주 홈페이지),비짓제주 https://www.visitjeju.net/kr,제주특별자치도청 해양산업과 064-710-3256,상시 개방,무료,가능,연중무휴,있음,Unknown,입장료: 무료 | 화장실: 있음,50,110,NA,자연관광,NA02,자연경관(하천‧해양),NA020900,해변. 해수욕장,90,0,80,0,30,0,,,60,45,75,category,0.8632,,0.0,0.8632,category
126459,12,관광지,모충사,제주특별자치도 제주시 건입동 1427-13,63307,126.5455208585,33.5161427755,"제주시 건입동 사라봉 공원 안에 있는 모충사는 1977년 1월 11일 내외도민 17만 명이 성금을 모아서 세운 사당으로 일제강점기 조국의 독립을 위해 순국한 열사들의 충성스러운 마음을 사모한다는 뜻으로 모충사라 이름 지었다. 모충사에는 높은 탑이 3개가 세워져 있다. 모충사 입구 정면에 있는 의병항쟁기념탑을 중심으로 왼쪽에는 순국지사조봉호기념비, 오른쪽에는 김만덕할망기념탑이 세워져 있고, 이 탑들을 돌아볼 수 있는 숲길이 아름답게 정돈되어 있다. 마을 주민과 관광객이 제주의 역사를 돌아보며 쉬어갈 수 있는 산책코스로 추천한다.",Unknown,064-722-0614,상시 개방,무료,가능,연중무휴,있음,Unknown,화장실: 있음 | 입 장 료: 무료 | 한국어 안내서비스: 만덕관 해설사 안내 가능(매일 10:00~18:00) | 외국어 안내서비스: 불가,50,110,HS,역사관광,HS01,역사유적지,HS010900,사당,70,0,60,90,40,0,,,30,15,45,category,0.7874,,0.0,0.7874,category
126467,12,관광지,무수천,제주특별자치도 제주시 애월읍 무수천길 (애월읍) 일대,63060,126.4470472947,33.4627665614,"무수천은 한라산 고지대에서 발원하여 외도 앞바다로 흘러드는 약 25㎞의 긴 하천으로, 경관이 워낙 빼어나 계곡에 들어서면 모든 근심 걱정이 사라진다는 의미를 가지고 있다. 오래된 화산이 분출하면서 용암이 흘러간 자리가 그대로 협곡이 되어버린 무수천은 기묘한 여러 형상들이 눈길을 끈다. 무수천 8경을 선정할 정도로 오랜 세월 비경을 자랑하고 있으며, 계곡을 따라 하류로 내려가면 작은 폭포가 이어진다.",https://www.visitjeju.net/kr,제주관광정보센터 064-740-6000,상시 개방,Unknown,Unknown,연중무휴,Unknown,없음,Unknown,50,110,NA,자연관광,NA01,자연경관(산),NA010400,계곡,90,0,90,30,60,0,,,60,45,75,category,0.835,,0.0,0.835,category
2740130,12,관광지,문도지오름,제주특별자치도 제주시 한림읍 금악리 3444,63020,126.29447180157,33.3268156218965,"문도지오름은 한경면 방림원 사잇길을 따라 차량으로 10분 정도 들어가면 차도가 끝나는 지점의 명성목장에서부터 시작되며 제주 올레길 코스에 속해 있다. 이곳은 사유지로, 명성 목장의 말 방목지로도 이용되고 있는데 소유주의 배려로 자유롭게 탐방할 수 있다. 오름은 동쪽으로 열린 말굽형의 모습이며, 산정은 네 방향으로 다채로운 경관을 품고 있다. 뒤편으로는 한라산이 오롯이 조망되며, 금악이오름을 시점으로 신창리 풍력발전기들과 당산봉, 좌측으로는 산방산까지 이어지는 제주의 서남부 권역이 드넓게 펼쳐진다.",https://www.visitjeju.net,제주관광정보센터 064-740-6000,상시 개방,무료,가능,연중무휴,Unknown,Unknown,입장료: 무료,50,110,NA,자연관광,NA01,자연경관(산),NA010100,"산, 고개, 오름, 봉우리",90,0,90,20,60,0,,,60,45,75,observed,0.9425,0.9438,0.9817,0.8706,blend
127048,12,관광지,문섬·섶섬·범섬·새섬,제주특별자치도 서귀포시 남성중로 43 (서홍동),63594,126.55826631161925,33.23979255217772,"서귀포 앞바다에는 새섬, 문섬, 범섬, 섶섬은 천연기념물로 지정된 아름다운 섬으로 서귀포해양도립공원에 속해있다. 이 중 문섬, 범섬, 섶섬은 유네스코 생물 보전권 지역으로 등록되었다. 서귀포항에서 이 섬들을 유람선과 잠수함으로 즐길 수 있다. 주변으로 천지연폭포를 비롯한 이중섭미술관, 서귀포 매일올레시장 등 다양한 체험을 할 수 있는 곳도 많다.",Unknown,제주동부관광지관리사무소 064-710-6656,유람선 탑승별로 상이함,무료,가능,연중무휴,있음,Unknown,입장료: 무료 | 화장실: 있음,50,130,NA,자연관광,NA02,자연경관(하천‧해양),NA020500,섬,90,10,90,30,60,20,,,60,45,75,observed,0.8725,0.875,0.5507,0.8695,blend
879633,12,관광지,물드리네,제주특별자치도 제주시 한경면 낙산로 4-28,63004,126.2269445635,33.3227424721,"제주 한경면에 위치한 물드리네는 천연염색 체험장이다. 2010년 신라대학교 전통염색연구소 제주교육장으로 인증받은 우수한 염색교육장으로 알려져 있다. 500여 평의 규모에 전시실, 염색체험장이 있으며 근처에 염료식물을 재배하고 있다. 물드리네는 체험학습자의 연령별, 인지 정도에 따른 염색체험과 염색에 관심이 있는 사람들을 위한 천연염색교실을 운영하고 있다. 염색 재료는 제주풋감, 억새, 귤, 찻잎, 동배잎, 쪽, 홍화, 자근, 치자 등 제주지역의 나무와 풀 그리고 각종 한약재를 사용한다.",http://cafe.naver.com/mulfamily,0507-1402-9628,10:10~17:00 (휴게시간 12:00~13:30),무료 / ※ 체험료 별도,가능 (소형 5대),매주 일요일,있음,Unknown,이용가능시설: 9개로 이루어진 자연연못 / 평상 / 테마의자 / 잔디밭 등 | 입 장 료: 무료 / ※ 체험료 별도 | 화장실: 있음 | 외국인 예약안내: 사전 예약 후 방문 | 내국인 예약안내: 사전 예약 후 방문 | 한국어 안내서비스: 가능,50,110,EX,체험관광,EX01,전통체험,EX010100,전통문화체험,70,0,50,70,90,0,,,60,45,75,category,0.8032,,0.0,0.8032,category
2705296,12,관광지,물뫼힐링팜,제주특별자치도 제주시 애월읍 예원로 51,63057,126.3965683162,33.4642655959,"물뫼힐링팜은 자연, 농업과 함께 상생하며 다양한 치유 프로그램을 운영하고 있는 치유 농장이다. 밭담트레킹, 명상, 작물재배, 힐링 푸드 등 다양한 치유 프로그램을 통해 내 몸 안의 자연치유 기능을 깨우고 몸과 마음의 자유를 찾는 것을 목표하고 있다. 계곡 트레킹, 계곡 명상, 트레킹, 치유농장 등 다양한 체험을 하며 몸과 마음을 치유하는 여행을 경험해 볼 수 있다.",Unknown,010-8703-2478,※ 체험별로 이용시간 상이하므로 전화문의 바람,※ 체험별로 이용요금 상이하므로 전화문의 바람,가능,연중무휴,Unknown,Unknown,시설이용료: ※ 체험별로 이용요금 상이하므로 전화문의 바람,50,110,EX,체험관광,EX07,기타체험,EX070200,기타체험관광,90,50,40,20,90,0,,,60,45,75,category,0.7056,,0.0,0.7056,category
2433925,12,관광지,물영아리오름,제주특별자치도 서귀포시 남원읍 태수로 552,63615,126.7169963890,33.3268525509,"물영아리는 신령스러운 산이란 뜻이다. 또한 ‘수령산’, ‘수령악’으로 불리며, ‘물의 수호신’이 산다는 말이 전해져 내려오는 곳이다. 이름 앞에 ‘물’은 분화구에 고인 습지를 품고 있어 붙은 접두어이다. 분화구의 깊이는 40여 m로 2100~2800년 전에 퇴적되었으며, 퇴적층의 깊이가 최대 10m에 이르는 습지오름이다. / 물영아리오름 람사르 습지 탐방은 여러 갈래의 숲길로 무더운 여름 날씨에도 뜨거운 태양을 피해 시원한 바람을 맞으며 탐방할 수 있으며, 비가 오는 날씨에도 몽환적인 분위기를 자아내어 찾는 이들의 감탄을 자아낸다. / 물영아리오름은 수망리 중잣성 생태 탐방로와 연계되어 있다. 잣성은 제주도의 전통적인 목축 문화 유물로 목초지에 쌓아 올린 경계용 돌담을 뜻한다. 물영아리오름 주변에 주민들이 산지 축산을 하고 있어 오름 주변은 목가적인 풍경을 이룬다. 오름 탐방은 소 떼가 유유히 노니는 목장 둘레를 따라 반 바퀴를 돌고 나서야 본격적으로 시작된다. / 2006년 세계적인 습지 보호 단체에서 지정한 람사르습지로 지정된 보호 구역이기도 하다. 다양한 동식물의 서식지로 야생동물과 멸종위기종이 서식하고 있어 자연생태에 대한 보존가치가 매우 높다.",https://www.visitjeju.net/kr,제주관광정보센터 064-740-6000 / 물영아리오름 064-728-6200,상시 개방,무료,가능,연중무휴,있음,Unknown,촬영장소: 영화 촬영지 | 화장실: 있음 | 입 장 료: 무료,50,130,NA,자연관광,NA01,자연경관(산),NA010100,"산, 고개, 오름, 봉우리",100,0,90,60,70,0,,,60,45,75,category,0.8706,,0.0,0.8706,category
3037417,12,관광지,미깡창고,제주특별자치도 제주시 애월읍 중산간서로 6710-1,63062,126.4452558345,33.4605140048,"애월읍 광령리에 위치한 감성카페이다. 가게 외관은 귤 창고를 개조한 건물에 빈티지한 감성을 더한 모습이다. 가게 뒤편에 주차장이 있어 편리하다. 야외에 돌이 많고 위험해 케어키즈존을 강조하고 있다. 10월 중순 귤 수확 철에는 감귤 따기 체험이 가능하므로 인스타그램을 참조해서 방문해 보는 것도 좋겠다. 입구 길 양옆 억새길을 지나 테이블이 놓인 야외 정원에 들어오면 박공지붕의 카페건물이 눈에 들어온다. 카페 내부는 나무 천장이 드러나고 거친 시멘트벽이 우드톤의 가구들과 어우러져 편안하고 이국적인 느낌이다. 미깡창고에는 곳곳에 거울 셀카존을 마련하여 목가적인 분위기를 배경으로 제주도에서의 잊지 못할 인생샷을 남길 수 있다. 감성카페인 미깡창고에서 맛볼 수 있는 대표메뉴들은 모두 제주를 대표하는 단어들이다. 미깡주스, 돌담, 오름, 밭길 등이 그것이다.",https://www.instagram.com/mikkang_storage,0507-1408-1506,11:00~17:00 (마지막 주문 16:00),Unknown,가능,매주 일요일,있음,Unknown,화장실: 있음,50,110,EX,체험관광,EX03,농.산.어촌 체험,EX030300,체험농장,80,70,90,20,70,10,,,30,15,45,category,0.7753,,0.0,0.7753,category
2765223,12,관광지,미악산,제주특별자치도 서귀포시 인정오름로 387-63,63576,126.5542194241,33.3005945221,"미악산은 한라산과 서귀포 시내권을 함께 조망할 수 있는 제주오름이다. 전사면으로 해송과 삼나무가 조림되어 있고, 북동사면 일부에 상록수가 우거진 숲을 이루고 있으나, 예전에는 풀밭오름이었다고 한다. 미악산 북쪽에서 동쪽으로 흐르는 효돈천계곡은 난대림이 우거지고 물이 맑으며 폭포가 있고, 돈내코유원지가 있어 절승의 계곡미를 이루고 있으며, 미악산 북쪽 난대림은 우리나라의 극상(極相)상태 보유림으로 알려져 있다. 서귀포 중앙부에 위치해 시내권과도 가까워 서귀포 시민들의 산책코스이며, 편백숲과 한라산 조망이 근사해서 관광객들도 찾는 오름이다. / (출처: 비짓제주 홈페이지)",https://www.visitjeju.net/kr,064-760-4701,상시 개방,무료,가능,연중무휴,Unknown,Unknown,입 장 료: 무료,50,130,NA,자연관광,NA01,자연경관(산),NA010100,"산, 고개, 오름, 봉우리",90,0,80,20,60,0,,,60,45,75,category,0.8706,,0.0,0.8706,category
2738721,12,관광지,미천굴,제주특별자치도 서귀포시 성산읍 중산간동로 4150-30,63635,126.8415509789,33.3833177616,"미천굴은 학술적, 관광적, 문화적 가치를 간직한 중요한 자원이며, 주변의 맑은 공기와 깨끗한 물, 푸른 들판, 오름 등을 간직하고 있다. 특히 원초적인 암흑의 지하 공간은 인간의 본질과 미래에 대해 사색하고 추상하는 창조의 공간이 된다. 도시에서는 쉽게 경험할 수 없는 절대 자연미를 느낄 수 있는 공간으로, 총 1,700m 중 365m 구간을 개방하고 있다. 미천굴의 입구는 천정함몰에 의해 형성되었으며 천정 두께는 비교적 얕은 편이다. 동굴을 형성한 현무암류에서는 동굴 지표면상의 유동 방향을 나타내는 로피 구조를 엿볼 수 있다.",www.ilchulland.com,064-784-2080,09:00~18:00 (입장 마감 16:00),"[개인] / 일반 12,000원 / 경로 10,000원 / 청소년 8,000원 / 어린이 7,000원 / [단체(30인 이상)] / 일반 10,000원 / 경로 9,000원 / 청소년 6,000원 / 어린이 5,000원",가능,연중무휴,있음,Unknown,"입 장 료: [개인] / 일반 12,000원 / 경로 10,000원 / 청소년 8,000원 / 어린이 7,000원 / [단체(30인 이상)] / 일반 10,000원 / 경로 9,000원 / 청소년 6,000원 / 어린이 5,000원 | 화장실: 있음 | 이용가능시설: 수변공원 / 아트센터 / 식물원 등",50,130,NA,자연관광,NA03,자연생태,NA030100,동굴,90,0,80,60,50,0,,,30,15,45,manual_override,0.8053,,0.0,0.8053,category
1933217,12,관광지,바늘오름,제주특별자치도 제주시 조천읍 교래리 산 108,63346,126.6540100777,33.4537041957,"제주시 조천읍 교래리에 위치한 이 오름은 주변에 가시덤불이 많아 바늘오름 또는 제주 사투리로 바늘을 이르는 바농오름이라고도 한다. 오름은 삼나무로 뒤덮여 숲을 이루고 있고, 삼나무를 벗어나면 해송과 낙엽수림, 잡목이 우거져 숲을 이루고 있다. 원형 화구 안에는 풀밭을 이루고 있는 가운데 해송, 쥐똥나무, 찔레나무, 청미래덩굴, 윤노리나무 등이 식생하고, 말굽형 화구 안에는 보리수나무와 잡목 등이 우거져 자연림의 숲을 이루고 있다. 동쪽에 북동쪽으로 깊은 골이 패어 있는 곳에 상록수림이 형성되어 있다. 오름의 남동쪽에는 주로 해송이 있다. 정상에서는 억새가 피는 계절이면 억새가 정상을 뒤덮을 정도로 가득하다. 날이 좋을 때는 바늘 오름 정상에서 한라산의 모습이 아주 가깝게 보이기도 한다. 또한 남쪽에는 돌문화공원이 보이는데, 바늘 오름 인근에는 돌문화공원, 에코랜드 등 가볼 만한 곳이 많아 위치적으로도 좋다.",http://www.visitjeju.net,제주시 관광정보센터 064-740-6000,※ 일부 통제될 수 있으므로 방문 시 전화문의 요망,무료,가능,연중무휴,없음,없음,입 장 료: 무료 | 화장실: 없음,50,110,NA,자연관광,NA01,자연경관(산),NA010100,"산, 고개, 오름, 봉우리",90,0,80,20,70,0,,,60,45,75,blend,0.8714,0.875,0.1813,0.8706,blend
2765227,12,관광지,바리메오름,제주특별자치도 제주시 애월읍 어음리 산1,Unknown,126.3752995443,33.3930648051,"바리메 오름은 제주시 애월읍 어음리에 있는 오름으로 오름 중 높고 경사가 가파른 오름에 속한다. 오름 정상 분화구 모양이 절에서 쓰는 승려들의 공양 그릇 바리를 닮았다고 하여 바리메 오름으로 불리게 되었다. 오름의 서쪽으로는 목장이 들어서 있고, 나머지 경사면은 소나무가 무성히 자라고 있다. 경사가 있는 오름으로 둘레길처럼 운동화 차림보다는 등산화 차림이 편할 수 있다. 등산로를 따라 다양한 야생화와 피어있고 정상에는 다래 오름, 폭낭오름, 괴오름, 북돌아진 오름 등이 있어 크고 작은 오름들이 어울려 있는 진풍경을 만날 수 있다.",Unknown,제주관광정보센터 064-740-6000,※ 통제될 수 있으므로 방문 시 전화문의 요망,무료,가능,연중무휴,Unknown,Unknown,입 장 료: 무료,50,110,NA,자연관광,NA01,자연경관(산),NA010100,"산, 고개, 오름, 봉우리",90,0,80,10,70,0,,,60,45,75,category,0.8706,,0.0,0.8706,category
